"","Id","Site_ID","Status","Site_Name","Descriptio","Notes","YearListed","YearNR","YearSL","YearDOE","YearDesig","LocalStat","YearSurvey","HDstatus","LinkPath","LocalLink","County","Quad_Name","Township","Density","Location","PhotoLink","Spatial_Ac","Latitude","Longitude","YearUpdate","GISlink","CNCstatus","LHDstatus","GlobalID","created_us","created_da","last_edite","last_edi_1","geometry","...36"
"11",187441,"WA8333","SO","Garner Women's Club",NA,NA,NA,NA,NA,NA,2023,"LL","2023","None",NA,NA,"Wake","Garner","St. Marys","H","230 US Hwy 70, Garner",NA,"[PIN/Addr]",35.70624057,-78.61097717,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.610977,35.706241&level=18",NA,NA,"{D3CA8EB2-450E-4186-A43A-AAB29EF5B1AD}","DATA_OWNER","6/1/23","DATA_OWNER","8/24/23","c(2115492.2986303","712192.725740984)"
"12",0,"WA2889","NR","Boylan Apartments","1935 3-story brick Colonial Revival apartments",NA,2007,2007,NA,NA,2006,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA2889.pdf","http://www.rhdc.org/boylan-apartments","Wake","Raleigh West","Raleigh","H","817 Hillsborough St, Raleigh",NA,"[NRnom]",35.78045985,-78.65185933,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.651859,35.78046&level=18",NA,NA,"{B49016EF-3AEE-4E5E-AF54-6ED3C79E4971}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2103259.89757022","739165.099945724)"
"13",0,"HF0007","NR","Myrick House","1800-10 Federal 2-story brick house","aka James Morgan House/Morgan-Myrick House",1971,1971,NA,NA,1997,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/HF0007.pdf",NA,"Hertford","Murfreesboro","Murfreesboro","H","402 Broad Street Murfreesboro",NA,"[NRnom]",36.4440096,-77.09649048,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-77.09649,36.44401&level=18","C","LHD","{1A4D785B-B633-4DB5-A80E-8D406C960CF0}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2559923.35661681","985912.133353561)"
"14",0,"PT1719","NR","Jesse R. Moye House","1902 Queen Anne/Colonial Revival 2-story frame house",NA,1997,1997,NA,NA,2023,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/PT1719.pdf",NA,"Pitt","Greenville SW","Greenville","H","408 W. Fifth Street Greenville",NA,"[NRnom]",35.61212765,-77.37688727,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-77.376887,35.612128&level=18","C",NA,"{191BDF68-F5A9-463D-87B2-5266F7D442D2}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2482402.92799655","681657.611614481)"
"15",13129,"JT0310","SLDOE","Hastings House","1853 2-story side gable Greek Revival house","Crit C; DOE'd by Keeper as part of Hurricane Grant process",NA,NA,1971,NA,NA,"LL",NA,"None",NA,NA,"Johnston","Selma","Smithfield","H","202 Front St opposite jct w/ E Johnson St, Smithfield","http://images.archives.ncdcr.gov/JT0310.jpg","[Addr]",35.51129248,-78.34983053,"2020","http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.349831,35.511292&level=18",NA,NA,"{C3B12BE6-7482-4F53-A939-4258F924FD5B}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2193483.50353996","641646.36388123)"
"16",14350,"RD0681","SL","Franklinville Manufacturing Company","1838","Ruinous by 2006",NA,NA,1974,NA,2009,"LL",NA,"NRHD",NA,NA,"Randolph","Ramseur","Franklinville","L","1306 Andrew Hunter Rd. Franklinville",NA,NA,35.74328462,-79.69864577,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-79.698646,35.743285&level=18",NA,NA,"{0A0AC825-BD6C-4807-A994-7DB2B5F4FF6F}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1792684.96458746","726182.090478733)"
"17",0,"WA0186","NR","Professional Building","1925 8-story Beaux Arts",NA,1983,1983,NA,NA,1984,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0186.pdf","http://www.rhdc.org/professional-building","Wake","Raleigh West","Raleigh","H","123-127 West Hargett St, Raleigh",NA,"[NRnom]",35.77821254,-78.64156454,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.641565,35.778213&level=18",NA,NA,"{647F306E-30F8-4686-ABE8-514B9E62EC56}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2106316.31173298","738357.9644209)"
"18",0,"WA4021","NR","Grosvenor Gardens Apartments","1934-39 Colonial Revival buildings",NA,1992,1992,NA,NA,1992,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA4021.pdf","http://www.rhdc.org/grosvenor-gardens-apartments","Wake","Raleigh West","Raleigh","H","1101 Hillsborough St, Raleigh",NA,"[NRnom]",35.78168939,-78.65448641,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.654486,35.781689&level=18",NA,NA,"{E5C7436A-4437-408A-9BF2-F332F9542424}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2102479.14027347","739609.920250311)"
"19",0,"WA0046","NR","Tucker Carriage House","1890 Queen Anne outbuilding",NA,1975,1975,NA,NA,1976,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0046.pdf","http://www.rhdc.org/tucker-carriage-house","Wake","Raleigh West","Raleigh","H","114 St. Mary's St, Raleigh",NA,"[NRnom]",35.78211867,-78.6503154,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.650315,35.782119&level=18",NA,NA,"{7E74ABC0-DC58-4E94-A00E-3F9BA4B7FB03}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2103715.70407331","739770.50621523)"
"20",0,"WA0011","NR","Dodd-Hinsdale House","1887 Victorian house",NA,1972,1972,NA,NA,1969,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0011.pdf","http://www.rhdc.org/dodd-hinsdale-house","Wake","Raleigh West","Raleigh","H","330 Hillsborough St, Raleigh",NA,"[NRnom]",35.78093085,-78.64469871,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.644699,35.780931&level=18",NA,NA,"{79A93B38-A04D-4127-92FD-AE50137D344D}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2105383.14233947","739344.063498557)"
"21",0,"WA0218","NR","St. Pauls AME Church","1909 Gothic Revival brick church",NA,1987,1987,NA,NA,1979,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0218.pdf","http://www.rhdc.org/st-paul-ame-church","Wake","Raleigh West","Raleigh","H","402 West Edenton St, Raleigh",NA,"[NRnom]",35.78166715,-78.64517318,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.645173,35.781667&level=18",NA,NA,"{D0B98B35-9921-474E-97C4-9D04D638E014}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2105241.45758347","739611.567228645)"
"22",0,"WA0035","NR","North Carolina School for the Blind and Deaf Dormitory","1898 Chateauesque brick building",NA,1976,1976,NA,NA,1979,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0035.pdf","http://www.rhdc.org/north-carolina-school-blind-and-deaf-dormitory","Wake","Raleigh West","Raleigh","H","216 West Jones St, Raleigh","http://images.archives.ncdcr.gov/WA0035.jpg","[NRnom]",35.78295099,-78.64281487,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.642815,35.782951&level=18",NA,NA,"{E8C91E1F-81F7-4FDB-9480-F1B090FA1CF8}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2105939.24391755","740081.384858564)"
"23",0,"WA0033","NR","Montford Hall","1858 Italianate 2-story brick house",NA,1978,1978,NA,NA,1969,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/WA0033.pdf","http://www.rhdc.org/boylan-mansion-montford-hall","Wake","Raleigh West","Raleigh","H","308 Boylan Ave, Raleigh",NA,"[NRnom]",35.77661302,-78.65107805,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.651078,35.776613&level=18",NA,"LHD","{DB8187DE-E138-4FB8-88D8-3C26AE03E74C}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2103496.54735939","737765.70248206)"
"24",0,"WA0026","NR","Joel Lane House (Wakefield)","c. 1770, 1790s Georgian 1 1/2-story gambrel roof frame house","#NAME?",1970,1970,NA,NA,1972,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0026.pdf","http://www.rhdc.org/joel-lane-house-1","Wake","Raleigh West","Raleigh","H","728 West Hargett St, Raleigh",NA,"[NRnom]",35.77881895,-78.65082307,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.650823,35.778819&level=18","C",NA,"{4B188A40-691E-49C2-AFED-88819AC24C85}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2103569.35561273","738568.906912401)"
"25",0,"WA0013","NR","Elmwood","1814 Federal style house",NA,1975,1975,NA,NA,1969,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0013.pdf","http://www.rhdc.org/elmwood","Wake","Raleigh West","Raleigh","H","16 North Boylan Ave, Raleigh",NA,"[NRnom]",35.78170794,-78.64890785,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.648908,35.781708&level=18","C",NA,"{EA4846AE-14ED-407C-ADD7-80B7FEAA4C96}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2104133.70553389","739622.476327553)"
"26",0,"WA0001","NR","Raleigh Water Tower","1887 brick water tower",NA,1971,1971,NA,NA,1969,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/WA0001.pdf","http://www.rhdc.org/water-tower","Wake","Raleigh West","Raleigh","H","115 West Morgan St, Raleigh",NA,"[NRnom]",35.77950422,-78.64099451,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.640995,35.779504&level=18","C","LHD","{B6288FD7-E665-481C-8E71-BFE58247E50C}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2106483.68836673","738828.738413721)"
"27",0,"WA0007","NR","North Carolina State Capitol (NHL)","1833-40 Greek Revival, stone; William Nichols, Town & Davis, David Paton, State Historic Site",NA,1970,1970,NA,NA,1990,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/WA0007.pdf","http://www.rhdc.org/state-capitol","Wake","Raleigh West","Raleigh","H","Capitol Square Raleigh","http://images.archives.ncdcr.gov/WA0007.jpg","[NRnom]",35.78037667,-78.63907887,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.639079,35.780377&level=18","C","LHD","{6AC48139-5518-4383-8860-5503A6C88C4A}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2107050.72561847","739148.362118304)"
"28",0,"WA0019","NR","Richard B. Haywood House","1850s Greek Revival 2-story brick house","11/12/2019: Determined to have statewide significance for purposes of NCGS 160A-400.14(c)",1970,1970,NA,NA,1969,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/WA0019.pdf","http://www.rhdc.org/richard-b-haywood-house","Wake","Raleigh West","Raleigh","H","127 E Edenton St, Raleigh","http://images.archives.ncdcr.gov/WA0019.jpg","[NRnom]",35.78139497,-78.63667649,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.636676,35.781395&level=18","C","LHD","{328E7678-FFF0-4EE6-9B47-0B4DD370D51E}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2107762.70614989","739519.038542315)"
"29",0,"WA0050","NR","Yates Mill","18th C. 2-story frame grist mill",NA,1970,1970,NA,NA,1990,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/WA0050.pdf","http://www.rhdc.org/yates-mill","Wake","Lake Wheeler","Swift Creek","L","NW corner SR 1371 (Lake Wheeler Rd) & SR 1379 Raleigh v*",NA,"[NRnom]",35.71816026,-78.68631095,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.686311,35.71816&level=18",NA,NA,"{0D4E35E8-AD6D-4CD5-8187-A40B8A8B326A}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2093113.10355939","716454.71688889)"
"30",0,"MK0013","NR","Latta Arcade","1914 2-story commercial building with skyight arcade",NA,1975,1975,NA,NA,1978,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/MK0013.pdf","http://landmarkscommission.org/wp-content/uploads/2018/05/Latta-Arcade-SR.pdf","Mecklenburg","Charlotte East","Charlotte","H","320 South Tryon St, Charlotte",NA,"[NRnom]",35.22543788,-80.84622864,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-80.846229,35.225438&level=18",NA,NA,"{AE90A708-9750-4402-963F-160004378519}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1448674.99283189","542101.617104977)"
"31",0,"MK0025","NR","Seaboard Air Line Railroad Passenger Station","1896 2-story stucco/brick railroad station; C.C. Hook, A.M. Walkup, architects",NA,1980,1980,NA,NA,1980,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/MK0025.pdf","http://landmarkscommission.org/historic-properties-2/designated-historic-landmarks/","Mecklenburg","Charlotte East","Charlotte","H","1000 N. Tryon St, Charlotte",NA,"[NRnom]",35.23403267,-80.83279289,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-80.832793,35.234033&level=18",NA,NA,"{3BB829AD-DE25-4159-B88C-DC5FF025AE25}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1452744.49912855","545154.767494723)"
"32",0,"MK0004","NR","Cedar Grove","1831-33 Greek Revival 2-story brick house","8 acres undefined",1972,1972,NA,NA,1974,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/MK0004.pdf","http://landmarkscommission.org/historic-properties-2/designated-historic-landmarks/","Mecklenburg","Lake Norman South","Huntersville","H","SR 2136 (Gilead Road), 0.8 mi NE of jct. w/ SR 2131 Hun*",NA,"[NRnom]",35.40732233,-80.88764226,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-80.887642,35.407322&level=18",NA,NA,"{D147BB39-9465-4AE3-B95B-DE44BDAA6C8E}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1437568.10854964","608519.186697394)"
"33",0,"MK0006","NR","Benjamin W. Davidson House (Oak Lawn)","c. 1820 Georgian/Federal 2-story frame house","9.5 acres undefined; surrounding development",1976,1976,NA,NA,1976,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/MK0006.pdf","http://landmarkscommission.org/wp-content/uploads/2018/06/Oak-Lawn-SR.pdf","Mecklenburg","Lake Norman South","Long Creek","H","SR 2138, 0.6 mi N of jct. w/SR 2130 McCoy Road Huntersvil*",NA,"[NRnom]",35.39589953,-80.87577496,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-80.875775,35.3959&level=18",NA,NA,"{00845D6F-3528-4FF3-99BC-64F618F42506}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1441025.05406356","604295.497966304)"
"34",0,"CD0196","NR","Taylor-Utley House","1848 2 1/2-story frame Greek Revival house",NA,1983,1983,NA,NA,NA,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/CD0196.pdf",NA,"Cumberland","Fayetteville","Cross Creek","H","916 Hay St. Fayetteville",NA,"[NRnom]",35.05662693,-78.89626797,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-78.896268,35.056627&level=18",NA,NA,"{927031E7-6039-4F82-BBCD-C25D69C9FFE7}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(2031042.6742228","475553.778416142)"
"35",0,"CL0003","NR","The Banker's House","1874-75 Second Empire brick house",NA,1975,1975,NA,NA,2013,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/CL0003.pdf",NA,"Cleveland","Shelby","Shelby","H","319 North Lafayette Street Shelby",NA,"[NRnom]",35.29591181,-81.54043711,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-81.540437,35.295912&level=18",NA,NA,"{AA14F294-E311-4B77-8F88-739332D15230}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1242064.25874446","572322.210863143)"
"36",0,"CL0001","NR","Cleveland County Courthouse","1907 Neoclassical courthouse; H.F. Newman, architect",NA,1979,1979,NA,NA,2007,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/CL0001.pdf",NA,"Cleveland","Shelby","Shelby","H","103 S. LaFayette Street Shelby",NA,"[NRnom]",35.29139875,-81.53956747,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-81.539567,35.291399&level=18",NA,NA,"{95073418-46AC-4335-AF07-F7AF81DE31FC}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1242281.6415118","570673.586535722)"
"37",91064,"FY0543","NR","Rural Hall Depot","1888, 1907 1-story side gable frame 19th-20th c. traditional/vernacular depot w/ weatherboard siding",NA,1983,1983,NA,NA,1981,"LL",NA,"None","https://files.nc.gov/ncdcr/nr/FY0543.pdf","http://www.cityofws.org/portals/0/pdf/planning/hrc/Local_Landmarks/LHL_Sheets/LHL_Table_20150306.pdf","Forsyth","Rural Hall","Bethania","L","8170 Depot St, Rural Hall","http://images.archives.ncdcr.gov/FY0543.jpg","[NRnom]",36.24258265,-80.29605884,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-80.296059,36.242583&level=18",NA,NA,"{8095AD8D-41C7-4E26-881D-C55ECB311914}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1617790.22415455","909703.487542808)"
"38",0,"FY0004","NR","Bethabara Moravian Church","1788 stone/stucco church",NA,1971,1971,NA,NA,1995,"LL",NA,"NRHD","https://files.nc.gov/ncdcr/nr/FY0004.pdf","http://www.cityofws.org/portals/0/pdf/planning/hrc/Local_Landmarks/LHL_Sheets/LHL_Table_20150306.pdf","Forsyth","Rural Hall","Winston","H","S side SR 1681, Historic Bethabara Park 2147 Bethabara Roa*",NA,"[NRnom]",36.15492614,-80.29700685,NA,"http://nc.maps.arcgis.com/apps/webappviewer/index.html?id=d2d04d8d7e03403f889419526e682529&center=-80.297007,36.154926&level=18","C","LHD","{A5664E4B-EEAD-47F0-ACF1-4A646212EED0}","DATA_OWNER","9/24/19","DATA_OWNER","9/1/23","c(1617093.74523255","877798.208833814)"
